idVenta;fecha;pesoVenta;plu_idPlu;puntoVenta_idPuntoVenta
8905;2014-11-25 00:00:00;970;89;51
8906;2014-11-25 00:00:00;410;86;51
8907;2014-11-25 00:00:00;565;86;51
8908;2014-11-25 00:00:00;1570;87;51
8909;2014-11-25 00:00:00;540;89;51
8910;2014-11-25 00:00:00;530;89;51
8911;2014-11-25 00:00:00;855;87;51
8912;2014-11-25 00:00:00;635;89;51
8913;2014-11-25 00:00:00;910;86;51
8914;2014-11-25 00:00:00;665;71;51
8915;2014-11-25 00:00:00;790;87;51
8916;2014-11-26 00:00:00;495;89;51
8917;2014-11-26 00:00:00;830;87;51
8918;2014-11-26 00:00:00;450;89;51
8919;2014-11-26 00:00:00;1080;86;51
8920;2014-11-26 00:00:00;500;86;51
8921;2014-11-26 00:00:00;725;87;51
8922;2014-11-26 00:00:00;3320;87;51
8923;2014-11-26 00:00:00;435;71;51
8924;2014-11-26 00:00:00;1700;87;51
8925;2014-11-26 00:00:00;2965;88;51
8926;2014-11-26 00:00:00;770;88;51
8927;2014-11-26 00:00:00;485;86;51
8928;2014-11-26 00:00:00;655;87;51
8929;2014-11-26 00:00:00;1625;86;51
8930;2014-11-26 00:00:00;1085;86;51
8931;2014-11-27 00:00:00;765;88;51
8932;2014-11-27 00:00:00;1220;87;51
8933;2014-11-27 00:00:00;775;87;51
8934;2014-11-27 00:00:00;865;87;51
8935;2014-11-27 00:00:00;690;87;51
8936;2014-11-27 00:00:00;875;87;51
8937;2014-11-27 00:00:00;1060;86;51
8938;2014-11-27 00:00:00;2130;86;51
8939;2014-11-27 00:00:00;2260;87;51
8940;2014-11-27 00:00:00;1205;86;51
8941;2014-11-27 00:00:00;4070;87;51
8942;2014-11-27 00:00:00;1770;86;51
8943;2014-11-27 00:00:00;785;87;51
8944;2014-11-27 00:00:00;500;70;51
8945;2014-11-27 00:00:00;725;5;51
8946;2014-11-27 00:00:00;495;70;51
8947;2014-11-27 00:00:00;6675;87;51
8948;2014-11-27 00:00:00;2615;87;51
8949;2014-11-27 00:00:00;940;89;51
8950;2014-11-27 00:00:00;1895;87;51
8951;2014-11-27 00:00:00;980;89;51
8952;2014-11-27 00:00:00;550;86;51
8953;2014-11-27 00:00:00;960;86;51
8954;2014-11-27 00:00:00;1630;87;51
8955;2014-11-27 00:00:00;705;87;51
8956;2014-11-27 00:00:00;525;72;51
8957;2014-11-27 00:00:00;940;87;51
8958;2014-11-27 00:00:00;985;89;51
8959;2014-11-28 00:00:00;520;71;51
8960;2014-11-28 00:00:00;780;87;51
8961;2014-11-28 00:00:00;370;89;51
8962;2014-11-28 00:00:00;845;86;51
8963;2014-11-28 00:00:00;465;78;51
8964;2014-11-28 00:00:00;1080;71;51
8965;2014-11-28 00:00:00;3425;87;51
8966;2014-11-28 00:00:00;780;70;51
8967;2014-11-29 00:00:00;390;86;51
8968;2014-11-29 00:00:00;490;11;51
8969;2014-11-29 00:00:00;1050;86;51
8970;2014-11-29 00:00:00;480;89;51
8971;2014-11-29 00:00:00;980;4;51
8972;2014-11-29 00:00:00;510;88;51
8973;2014-11-29 00:00:00;750;86;51
8974;2014-11-29 00:00:00;990;71;51
8975;2014-11-29 00:00:00;755;87;51
8976;2014-11-29 00:00:00;370;86;51
8977;2014-11-29 00:00:00;455;71;51
8978;2014-11-29 00:00:00;485;7;51
8979;2014-11-29 00:00:00;975;8;51
8980;2014-11-29 00:00:00;705;74;51
8981;2014-11-29 00:00:00;620;71;51
8982;2014-11-29 00:00:00;570;77;51
8983;2014-11-29 00:00:00;495;71;51
8984;2014-11-29 00:00:00;5285;86;51
8985;2014-11-29 00:00:00;680;87;51
8986;2014-11-29 00:00:00;535;89;51
8987;2014-11-29 00:00:00;215;71;51
8988;2014-11-29 00:00:00;540;87;51
8989;2014-11-29 00:00:00;835;87;51
8990;2014-11-29 00:00:00;935;77;51
8991;2014-11-29 00:00:00;545;71;51
8992;2014-11-29 00:00:00;835;87;51
8993;2014-11-29 00:00:00;1005;86;51
8994;2014-11-29 00:00:00;2015;86;51
8995;2014-11-29 00:00:00;515;70;51
8996;2014-11-29 00:00:00;220;71;51
8997;2014-11-29 00:00:00;465;89;51
8998;2014-11-29 00:00:00;1515;4;51
8999;2014-11-29 00:00:00;1410;71;51
9000;2014-11-29 00:00:00;565;75;51
9001;2014-11-29 00:00:00;510;4;51
9002;2014-11-29 00:00:00;535;23;51
9003;2014-11-29 00:00:00;520;74;51
9004;2014-11-29 00:00:00;470;73;51
9005;2014-11-29 00:00:00;1065;4;51
9006;2014-11-29 00:00:00;585;89;51
9007;2014-11-29 00:00:00;740;73;51
9008;2014-11-29 00:00:00;545;74;51
9009;2014-11-29 00:00:00;985;87;51
9010;2014-11-29 00:00:00;2090;70;51
9011;2014-11-29 00:00:00;665;7;51
9012;2014-11-29 00:00:00;745;71;51
9013;2014-11-29 00:00:00;605;77;51
9014;2014-11-29 00:00:00;500;74;51
9015;2014-11-29 00:00:00;1775;89;51
9016;2014-11-29 00:00:00;1990;86;51
9017;2014-11-29 00:00:00;1005;24;51
9018;2014-11-29 00:00:00;525;70;51
9019;2014-11-29 00:00:00;510;11;51
9020;2014-11-29 00:00:00;580;71;51
9021;2014-11-29 00:00:00;1085;77;51
9022;2014-11-29 00:00:00;615;89;51
9023;2014-11-29 00:00:00;440;87;51
9024;2014-11-29 00:00:00;535;8;51
9025;2014-11-29 00:00:00;825;77;51
9026;2014-11-29 00:00:00;3210;4;51
9027;2014-11-29 00:00:00;395;74;51
9028;2014-11-29 00:00:00;1990;70;51
9029;2014-11-29 00:00:00;475;7;51
9030;2014-11-29 00:00:00;1595;73;51
9031;2014-11-29 00:00:00;860;87;51
9032;2014-11-29 00:00:00;610;74;51
9033;2014-11-29 00:00:00;955;88;51
9034;2014-11-29 00:00:00;505;89;51
9035;2014-11-29 00:00:00;1025;71;51
9036;2014-11-29 00:00:00;525;74;51
9037;2014-11-29 00:00:00;470;73;51
9038;2014-11-29 00:00:00;700;73;51
9039;2014-11-29 00:00:00;2400;86;51
9040;2014-11-29 00:00:00;925;87;51
9041;2014-11-29 00:00:00;1045;88;51
9042;2014-11-29 00:00:00;1465;7;51
9043;2014-11-29 00:00:00;1535;74;51
9044;2014-11-29 00:00:00;820;72;51
9045;2014-11-29 00:00:00;1490;70;51
9046;2014-11-29 00:00:00;2570;11;51
9047;2014-11-29 00:00:00;760;7;51
9048;2014-11-29 00:00:00;720;73;51
9049;2014-11-29 00:00:00;805;87;51
9050;2014-11-29 00:00:00;465;8;51
9051;2014-11-29 00:00:00;500;24;51
9052;2014-11-29 00:00:00;1690;89;51
9053;2014-11-29 00:00:00;935;74;51
9054;2014-11-29 00:00:00;955;10;51
9055;2014-11-29 00:00:00;985;15;51
9056;2014-11-29 00:00:00;985;70;51
9057;2014-11-29 00:00:00;870;87;51
9058;2014-11-30 00:00:00;735;87;51
9059;2014-11-30 00:00:00;1765;87;51
9060;2014-11-30 00:00:00;1540;87;51
9061;2014-11-30 00:00:00;1255;86;51
9062;2014-11-30 00:00:00;485;88;51
9063;2014-11-30 00:00:00;1335;86;51
9064;2014-11-30 00:00:00;875;86;51
9065;2014-11-30 00:00:00;810;87;51
9066;2014-11-30 00:00:00;885;87;51
9067;2014-11-30 00:00:00;1795;87;51
9068;2014-11-30 00:00:00;845;87;51
9069;2014-11-30 00:00:00;1600;87;51
9070;2014-11-30 00:00:00;845;86;51
9071;2014-11-30 00:00:00;960;88;51
9072;2014-11-30 00:00:00;500;73;51
9073;2014-11-30 00:00:00;1025;86;51
9074;2014-11-30 00:00:00;875;6;51
9075;2014-11-30 00:00:00;875;86;51
9076;2014-11-30 00:00:00;1510;72;51
9077;2014-11-30 00:00:00;1490;73;51
9078;2014-11-30 00:00:00;2510;86;51
9079;2014-11-30 00:00:00;645;74;51
9080;2014-11-30 00:00:00;435;71;51
9081;2014-11-30 00:00:00;950;8;51
9082;2014-11-30 00:00:00;135;8;51
9083;2014-11-30 00:00:00;575;88;51
9084;2014-11-30 00:00:00;505;72;51
9085;2014-11-30 00:00:00;545;74;51
9086;2014-11-30 00:00:00;1005;71;51
9087;2014-11-30 00:00:00;2430;8;51
9088;2014-11-30 00:00:00;950;74;51
9089;2014-11-30 00:00:00;1505;9;51
9090;2014-11-30 00:00:00;560;71;51
9091;2014-11-30 00:00:00;535;44;51
9092;2014-11-30 00:00:00;500;8;51
9093;2014-11-30 00:00:00;2025;74;51
9094;2014-11-30 00:00:00;530;29;51
9095;2014-11-30 00:00:00;1115;28;51
9096;2014-11-30 00:00:00;590;73;51
9097;2014-11-30 00:00:00;1790;87;51
9098;2014-11-30 00:00:00;800;6;51
9099;2014-11-30 00:00:00;550;4;51
9100;2014-11-30 00:00:00;1115;6;51
9101;2014-11-30 00:00:00;1985;70;51
9102;2014-11-30 00:00:00;1470;86;51
9103;2014-11-30 00:00:00;465;88;51
9104;2014-11-30 00:00:00;470;74;51
9105;2014-11-30 00:00:00;525;72;51
9106;2014-11-30 00:00:00;495;71;51
9107;2014-11-30 00:00:00;505;4;51
9108;2014-11-30 00:00:00;625;73;51
9109;2014-11-30 00:00:00;575;73;51
9110;2014-11-30 00:00:00;125;16;51
9111;2014-11-30 00:00:00;1040;71;51
9112;2014-11-30 00:00:00;1080;72;51
9113;2014-11-30 00:00:00;760;89;51
9114;2014-11-30 00:00:00;480;89;51
9115;2014-11-30 00:00:00;950;87;51
9116;2014-11-30 00:00:00;1615;86;51
9117;2014-11-30 00:00:00;940;86;51
9118;2014-11-30 00:00:00;545;88;51
9119;2014-11-30 00:00:00;530;88;51
9120;2014-11-30 00:00:00;745;87;51
9121;2014-11-30 00:00:00;1085;89;51
9122;2014-12-01 00:00:00;1755;89;51
9123;2014-12-01 00:00:00;995;71;51
9124;2014-12-01 00:00:00;480;29;51
9125;2014-12-01 00:00:00;510;72;51
9126;2014-12-01 00:00:00;670;87;51
9127;2014-12-01 00:00:00;500;73;51
9128;2014-12-01 00:00:00;970;87;51
9129;2014-12-01 00:00:00;760;2;51
9130;2014-12-01 00:00:00;1010;70;51
9131;2014-12-01 00:00:00;510;70;51
9132;2014-12-01 00:00:00;780;87;51
9133;2014-12-01 00:00:00;805;87;51
9134;2014-12-01 00:00:00;765;71;51
9135;2014-12-01 00:00:00;810;74;51
9136;2014-12-01 00:00:00;435;23;51
9137;2014-12-01 00:00:00;565;73;51
9138;2014-12-01 00:00:00;630;4;51
9139;2014-12-01 00:00:00;505;78;51
9140;2014-12-01 00:00:00;960;71;51
9141;2014-12-01 00:00:00;475;88;51
9142;2014-12-01 00:00:00;970;71;51
9143;2014-12-01 00:00:00;495;25;51
9144;2014-12-01 00:00:00;915;87;51
9145;2014-12-01 00:00:00;505;71;51
9146;2014-12-01 00:00:00;1485;70;51
9147;2014-12-01 00:00:00;945;8;51
9148;2014-12-01 00:00:00;730;16;51
9149;2014-12-01 00:00:00;940;2;51
9150;2014-12-01 00:00:00;2570;87;51
9151;2014-12-01 00:00:00;3450;87;51
9152;2014-12-01 00:00:00;725;71;51
9153;2014-12-01 00:00:00;1030;88;51
9154;2014-12-01 00:00:00;1810;87;51
9155;2014-12-01 00:00:00;800;87;51
9156;2014-12-02 00:00:00;520;88;51
9157;2014-12-02 00:00:00;940;87;51
9158;2014-12-02 00:00:00;750;87;51
9159;2014-12-02 00:00:00;110;88;51
9160;2014-12-02 00:00:00;0;88;51
9161;2014-12-03 00:00:00;340;77;51
9162;2014-12-03 00:00:00;570;70;51
9163;2014-12-03 00:00:00;475;73;51
9164;2014-12-03 00:00:00;465;73;51
9165;2014-12-03 00:00:00;390;78;51
9166;2014-12-03 00:00:00;775;73;51
9167;2014-12-03 00:00:00;495;8;51
9168;2014-12-03 00:00:00;485;71;51
9169;2014-12-03 00:00:00;540;77;51
9170;2014-12-03 00:00:00;2375;71;51
9171;2014-12-03 00:00:00;510;71;51
9172;2014-12-04 00:00:00;500;72;51
9173;2014-12-04 00:00:00;985;6;51
9174;2014-12-04 00:00:00;985;70;51
9175;2014-12-04 00:00:00;180;2;51
9176;2014-12-04 00:00:00;295;2;51
9177;2014-12-04 00:00:00;965;9;51
9178;2014-12-04 00:00:00;965;8;51
9179;2014-12-04 00:00:00;505;72;51
9180;2014-12-04 00:00:00;1425;71;51
9181;2014-12-07 00:00:00;720;4;51
9182;2014-12-07 00:00:00;480;77;51
9183;2014-12-07 00:00:00;970;16;51
9184;2014-12-07 00:00:00;170;2;51
9185;2014-12-07 00:00:00;540;15;51
9186;2014-12-07 00:00:00;450;15;51
9187;2014-12-07 00:00:00;790;4;51
9188;2014-12-07 00:00:00;1005;72;51
9189;2014-12-07 00:00:00;510;28;51
9190;2014-12-07 00:00:00;915;71;51
9191;2014-12-07 00:00:00;435;4;51
9192;2014-12-07 00:00:00;580;8;51
9193;2014-12-07 00:00:00;600;74;51
9194;2014-12-07 00:00:00;450;70;51
9195;2014-12-07 00:00:00;685;15;51
9196;2014-12-07 00:00:00;830;70;51
9197;2014-12-07 00:00:00;545;72;51
9198;2014-12-07 00:00:00;1975;75;51
9199;2014-12-07 00:00:00;1110;74;51
9200;2014-12-07 00:00:00;900;74;51
9201;2014-12-07 00:00:00;535;29;51
9202;2014-12-07 00:00:00;1610;14;51
9203;2014-12-07 00:00:00;1930;8;51
9204;2014-12-07 00:00:00;1020;74;51
9205;2014-12-07 00:00:00;500;20;51
9206;2014-12-07 00:00:00;475;74;51
9207;2014-12-07 00:00:00;465;6;51
9208;2014-12-07 00:00:00;240;71;51
9209;2014-12-07 00:00:00;1985;72;51
9210;2014-12-07 00:00:00;425;47;51
9211;2014-12-07 00:00:00;1655;74;51
9212;2014-12-07 00:00:00;1005;74;51
9213;2014-12-07 00:00:00;265;4;51
9214;2014-12-07 00:00:00;325;4;51
9215;2014-12-10 00:00:00;105;1;51
9216;2014-12-10 00:00:00;105;201;51
9217;2014-12-10 00:00:00;105;15;51
9218;2014-12-10 00:00:00;105;70;51
9219;2014-12-10 00:00:00;105;215;51
9220;2014-12-11 00:00:00;580;205;51
9221;2014-12-11 00:00:00;395;204;51
9222;2014-12-11 00:00:00;480;204;51
9223;2014-12-11 00:00:00;585;204;51
9224;2014-12-11 00:00:00;435;204;51
9225;2014-12-11 00:00:00;455;204;51
9226;2014-12-11 00:00:00;485;204;51
9227;2014-12-11 00:00:00;500;204;51
9228;2014-12-11 00:00:00;375;204;51
9229;2014-12-11 00:00:00;535;208;51
9230;2014-12-11 00:00:00;460;208;51
9231;2014-12-11 00:00:00;415;208;51
9232;2014-12-11 00:00:00;360;208;51
9233;2014-12-11 00:00:00;490;208;51
9234;2014-12-11 00:00:00;490;208;51
9235;2014-12-11 00:00:00;475;207;51
9236;2014-12-11 00:00:00;415;207;51
9237;2014-12-11 00:00:00;475;207;51
9238;2014-12-11 00:00:00;445;207;51
9239;2014-12-11 00:00:00;435;206;51
9240;2014-12-11 00:00:00;520;231;51
9241;2014-12-11 00:00:00;505;232;51
9242;2014-12-11 00:00:00;505;231;51
9243;2014-12-11 00:00:00;500;231;51
9244;2014-12-11 00:00:00;515;231;51
9245;2014-12-11 00:00:00;525;231;51
9246;2014-12-11 00:00:00;405;235;51
9247;2014-12-11 00:00:00;430;235;51
9248;2014-12-11 00:00:00;530;226;51
9249;2014-12-11 00:00:00;405;226;51
9250;2014-12-11 00:00:00;580;226;51
9251;2014-12-11 00:00:00;580;223;51
9252;2014-12-11 00:00:00;405;223;51
9253;2014-12-11 00:00:00;530;223;51
9254;2014-12-11 00:00:00;505;239;51
9255;2014-12-11 00:00:00;530;239;51
9256;2014-12-11 00:00:00;470;239;51
9257;2014-12-11 00:00:00;495;239;51
9258;2014-12-11 00:00:00;470;222;51
9259;2014-12-11 00:00:00;465;225;51
9260;2014-12-11 00:00:00;510;225;51
9261;2014-12-11 00:00:00;465;225;51
9262;2014-12-11 00:00:00;460;225;51
9263;2014-12-11 00:00:00;440;225;51
9264;2014-12-11 00:00:00;490;225;51
9265;2014-12-11 00:00:00;490;225;51
9266;2014-12-11 00:00:00;470;227;51
9267;2014-12-11 00:00:00;440;227;51
9268;2014-12-11 00:00:00;450;227;51
9269;2014-12-11 00:00:00;475;227;51
9270;2014-12-11 00:00:00;420;227;51
9271;2014-12-11 00:00:00;475;227;51
9272;2014-12-11 00:00:00;445;227;51
9273;2014-12-11 00:00:00;475;227;51
9274;2014-12-11 00:00:00;530;222;51
9275;2014-12-11 00:00:00;415;222;51
9276;2014-12-11 00:00:00;490;222;51
9277;2014-12-11 00:00:00;485;222;51
9278;2014-12-11 00:00:00;500;222;51
9279;2014-12-11 00:00:00;530;222;51
9280;2014-12-11 00:00:00;540;222;51
9281;2014-12-11 00:00:00;520;222;51
9282;2014-12-11 00:00:00;495;222;51
9283;2014-12-11 00:00:00;510;222;51
9284;2014-12-11 00:00:00;495;222;51
9285;2014-12-11 00:00:00;550;222;51
9286;2014-12-11 00:00:00;550;222;51
9287;2014-12-11 00:00:00;505;222;51
9288;2014-12-11 00:00:00;490;222;51
9289;2014-12-11 00:00:00;415;222;51
9290;2014-12-12 00:00:00;510;999998;51
9291;2014-12-12 00:00:00;510;999998;51
9292;2014-12-12 00:00:00;470;206;51
9293;2014-12-12 00:00:00;720;87;51
9294;2014-12-12 00:00:00;760;87;51
9295;2014-12-12 00:00:00;920;88;51
9296;2014-12-12 00:00:00;1220;88;51
9297;2014-12-12 00:00:00;1150;88;51
9298;2014-12-12 00:00:00;600;235;51
9299;2014-12-12 00:00:00;550;235;51
9300;2014-12-12 00:00:00;505;235;51
9301;2014-12-12 00:00:00;510;235;51
9302;2014-12-12 00:00:00;610;235;51
9303;2014-12-12 00:00:00;455;225;51
9304;2014-12-12 00:00:00;405;225;51
9305;2014-12-12 00:00:00;465;225;51
9306;2014-12-12 00:00:00;435;225;51
9307;2014-12-12 00:00:00;475;225;51
9308;2014-12-12 00:00:00;420;225;51
9309;2014-12-12 00:00:00;450;225;51
9310;2014-12-12 00:00:00;415;225;51
9311;2014-12-12 00:00:00;450;225;51
9312;2014-12-12 00:00:00;430;225;51
9313;2014-12-12 00:00:00;430;225;51
9314;2014-12-12 00:00:00;390;225;51
9315;2014-12-12 00:00:00;455;225;51
9316;2014-12-12 00:00:00;380;225;51
9317;2014-12-12 00:00:00;465;225;51
9318;2014-12-12 00:00:00;490;225;51
9319;2014-12-12 00:00:00;490;225;51
9320;2014-12-12 00:00:00;455;208;51
9321;2014-12-12 00:00:00;375;208;51
9322;2014-12-12 00:00:00;365;204;51
9323;2014-12-12 00:00:00;375;208;51
9324;2014-12-12 00:00:00;475;208;51
9325;2014-12-12 00:00:00;475;208;51
9326;2014-12-12 00:00:00;435;208;51
9327;2014-12-12 00:00:00;410;208;51
9328;2014-12-12 00:00:00;430;208;51
9329;2014-12-12 00:00:00;405;208;51
9330;2014-12-12 00:00:00;390;208;51
9331;2014-12-12 00:00:00;745;245;51
9332;2014-12-12 00:00:00;865;88;51
9333;2014-12-12 00:00:00;755;88;51
9334;2014-12-12 00:00:00;825;87;51
9335;2014-12-12 00:00:00;955;87;51
9336;2014-12-12 00:00:00;1770;88;51
9337;2014-12-12 00:00:00;965;88;51
9338;2014-12-12 00:00:00;655;87;51
9339;2014-12-12 00:00:00;1640;87;51
9340;2014-12-12 00:00:00;2400;87;51
9341;2014-12-12 00:00:00;2405;87;51
9342;2014-12-12 00:00:00;1625;88;51
9343;2014-12-12 00:00:00;1205;88;51
9344;2014-12-12 00:00:00;3820;70;51
9345;2014-12-12 00:00:00;665;87;51
9346;2014-12-12 00:00:00;425;88;51
9347;2014-12-12 00:00:00;2850;88;51
9348;2014-12-13 00:00:00;1470;88;51
9349;2014-12-13 00:00:00;1020;89;51
9350;2014-12-13 00:00:00;2125;85;51
9351;2014-12-13 00:00:00;1690;88;51
9352;2014-12-13 00:00:00;2675;88;51
9353;2014-12-13 00:00:00;715;87;51
9354;2014-12-13 00:00:00;1220;89;51
9355;2014-12-13 00:00:00;415;89;51
9356;2014-12-13 00:00:00;370;88;51
9357;2014-12-13 00:00:00;1035;88;51
9358;2014-12-13 00:00:00;1065;89;51
9359;2014-12-13 00:00:00;945;85;51
9360;2014-12-13 00:00:00;1395;87;51
9361;2014-12-13 00:00:00;1170;88;51
9362;2014-12-13 00:00:00;1755;87;51
9363;2014-12-13 00:00:00;1430;87;51
9364;2014-12-13 00:00:00;2030;85;51
9365;2014-12-13 00:00:00;2085;89;51
9366;2014-12-13 00:00:00;575;87;51
9367;2014-12-13 00:00:00;870;88;51
9368;2014-12-13 00:00:00;185;85;51
9369;2014-12-13 00:00:00;215;89;51
9370;2014-12-13 00:00:00;470;89;51
9371;2014-12-13 00:00:00;840;87;51
9372;2014-12-13 00:00:00;2040;85;51
9373;2014-12-13 00:00:00;665;87;51
9374;2014-12-13 00:00:00;1095;85;51
9375;2014-12-13 00:00:00;1115;89;51
9376;2014-12-13 00:00:00;1280;85;51
9377;2014-12-13 00:00:00;670;87;51
9378;2014-12-13 00:00:00;1180;88;51
9379;2014-12-13 00:00:00;1480;87;51
9380;2014-12-13 00:00:00;1210;85;51
9381;2014-12-13 00:00:00;1415;89;51
9382;2014-12-13 00:00:00;1240;89;51
9383;2014-12-13 00:00:00;910;88;51
9384;2014-12-13 00:00:00;1160;85;51
9385;2014-12-13 00:00:00;730;87;51
9386;2014-12-13 00:00:00;800;85;51
9387;2014-12-13 00:00:00;765;87;51
9388;2014-12-13 00:00:00;1515;87;51
9389;2014-12-13 00:00:00;945;88;51
9390;2014-12-13 00:00:00;2025;85;51
9391;2014-12-13 00:00:00;1535;5;51
9392;2014-12-13 00:00:00;665;85;51
9393;2014-12-13 00:00:00;915;87;51
9394;2014-12-13 00:00:00;1630;88;51
9395;2014-12-14 00:00:00;820;85;51
9396;2014-12-14 00:00:00;960;89;51
9397;2014-12-14 00:00:00;730;87;51
9398;2014-12-14 00:00:00;1375;87;51
9399;2014-12-14 00:00:00;615;87;51
9400;2014-12-14 00:00:00;635;87;51
9401;2014-12-14 00:00:00;515;88;51
9402;2014-12-14 00:00:00;1315;87;51
9403;2014-12-14 00:00:00;1295;87;51
9404;2014-12-14 00:00:00;530;85;51
9405;2014-12-14 00:00:00;660;87;51
9406;2014-12-14 00:00:00;775;85;51
9407;2014-12-14 00:00:00;2360;88;51
9408;2014-12-14 00:00:00;2295;87;51
9409;2014-12-14 00:00:00;505;71;51
9410;2014-12-14 00:00:00;505;26;51
9411;2014-12-14 00:00:00;465;26;51
9412;2014-12-14 00:00:00;455;89;51
9413;2014-12-14 00:00:00;980;88;51
9414;2014-12-14 00:00:00;480;85;51
9415;2014-12-14 00:00:00;590;85;51
9416;2014-12-14 00:00:00;980;89;51
9417;2014-12-14 00:00:00;850;85;51
9418;2014-12-14 00:00:00;595;89;51
9419;2014-12-14 00:00:00;180;89;51
9420;2014-12-14 00:00:00;585;85;51
9421;2014-12-14 00:00:00;1055;88;51
9422;2014-12-14 00:00:00;750;87;51
9423;2014-12-14 00:00:00;270;5;51
9424;2014-12-14 00:00:00;1070;89;51
9425;2014-12-14 00:00:00;505;85;51
9426;2014-12-14 00:00:00;1385;87;51
9427;2014-12-14 00:00:00;1095;88;51
9428;2014-12-14 00:00:00;1510;71;51
9429;2014-12-14 00:00:00;720;87;51
9430;2014-12-14 00:00:00;1470;87;51
9431;2014-12-14 00:00:00;760;87;51
9432;2014-12-14 00:00:00;730;89;51
9433;2014-12-14 00:00:00;750;87;51
9434;2014-12-14 00:00:00;640;87;51
9435;2014-12-14 00:00:00;770;88;51
9436;2014-12-14 00:00:00;565;85;51
9437;2014-12-14 00:00:00;1095;18;51
9438;2014-12-14 00:00:00;1780;88;51
9439;2014-12-14 00:00:00;545;89;51
9440;2014-12-14 00:00:00;455;88;51
9441;2014-12-14 00:00:00;1145;85;51
9442;2014-12-14 00:00:00;820;89;51
9443;2014-12-14 00:00:00;490;88;51
9444;2014-12-14 00:00:00;635;87;51
9445;2014-12-15 00:00:00;685;87;51
9446;2014-12-15 00:00:00;335;85;51
9447;2014-12-15 00:00:00;1260;85;51
9448;2014-12-15 00:00:00;1145;89;51
9449;2014-12-15 00:00:00;1550;88;51
9450;2014-12-15 00:00:00;1445;87;51
9451;2014-12-15 00:00:00;740;71;51
9452;2014-12-15 00:00:00;510;89;51
9453;2014-12-15 00:00:00;990;89;51
9454;2014-12-15 00:00:00;635;89;51
9455;2014-12-15 00:00:00;1955;88;51
9456;2014-12-15 00:00:00;490;74;51
9457;2014-12-15 00:00:00;735;89;51
9458;2014-12-15 00:00:00;505;88;51
9459;2014-12-15 00:00:00;720;87;51
9460;2014-12-15 00:00:00;750;85;51
9461;2014-12-15 00:00:00;530;74;51
9462;2014-12-15 00:00:00;745;87;51
9463;2014-12-15 00:00:00;785;87;51
9464;2014-12-15 00:00:00;1145;88;51
9465;2014-12-15 00:00:00;550;85;51
9466;2014-12-15 00:00:00;650;89;51
9467;2014-12-15 00:00:00;1615;85;51
9468;2014-12-15 00:00:00;1375;87;51
9469;2014-12-15 00:00:00;2425;85;51
9470;2014-12-15 00:00:00;1450;88;51
9471;2014-12-15 00:00:00;415;88;51
9472;2014-12-15 00:00:00;1270;87;51
9473;2014-12-15 00:00:00;1210;88;51
9474;2014-12-16 00:00:00;1085;71;51
9475;2014-12-16 00:00:00;1355;87;51
9476;2014-12-16 00:00:00;705;87;51
9477;2014-12-16 00:00:00;620;89;51
9478;2014-12-16 00:00:00;920;88;51
9479;2014-08-09 00:00:00;540;2;52
9480;2014-08-09 00:00:00;515;71;52
9481;2014-08-09 00:00:00;1535;2;52
9482;2014-08-09 00:00:00;2030;2;52
9483;2014-08-09 00:00:00;2030;2;52
9484;2014-08-09 00:00:00;1885;86;52
9485;2014-08-09 00:00:00;1885;89;52
9486;2014-08-09 00:00:00;760;71;52
9487;2014-08-09 00:00:00;2145;7;52
9488;2014-08-09 00:00:00;965;79;52
9489;2014-08-09 00:00:00;1075;74;52
9490;2014-08-09 00:00:00;515;2;52
9491;2014-08-09 00:00:00;485;71;52
9492;2014-08-09 00:00:00;485;71;52
9493;2014-08-09 00:00:00;540;74;52
9494;2014-08-09 00:00:00;525;4;52
9495;2014-08-09 00:00:00;525;4;52
9496;2014-08-09 00:00:00;525;4;52
9497;2014-08-09 00:00:00;170;4;52
9498;2014-08-09 00:00:00;525;71;52
9499;2014-08-09 00:00:00;525;71;52
9500;2014-08-09 00:00:00;505;7;52
9501;2014-08-09 00:00:00;505;7;52
9502;2014-08-09 00:00:00;1115;23;52
9503;2014-08-09 00:00:00;995;72;52
9504;2014-08-09 00:00:00;1020;23;52
9505;2014-08-09 00:00:00;1080;18;52
9506;2014-08-09 00:00:00;2720;73;52
9507;2014-08-09 00:00:00;2030;74;52
9508;2014-08-09 00:00:00;1470;26;52
9509;2014-08-09 00:00:00;2285;5;52
9510;2014-08-09 00:00:00;1675;3;52
9511;2014-08-09 00:00:00;1675;3;52
9512;2014-08-09 00:00:00;1475;74;52
9513;2014-08-09 00:00:00;970;73;52
9514;2014-08-09 00:00:00;1515;2;52
9515;2014-08-09 00:00:00;970;7;52
9516;2014-08-09 00:00:00;1035;4;52
9517;2014-08-09 00:00:00;870;87;52
9518;2014-08-09 00:00:00;595;26;52
9519;2014-08-09 00:00:00;505;71;52
9520;2014-08-09 00:00:00;985;8;52
9521;2014-08-09 00:00:00;500;8;52
9522;2014-08-09 00:00:00;545;71;52
9523;2014-08-09 00:00:00;545;71;52
9524;2014-08-09 00:00:00;650;28;52
9525;2014-08-09 00:00:00;1210;86;52
9526;2014-08-09 00:00:00;500;15;52
9527;2014-08-09 00:00:00;500;71;52
9528;2014-08-09 00:00:00;2920;71;52
9529;2014-08-09 00:00:00;515;70;52
9530;2014-08-09 00:00:00;2045;15;52
